vecID,depart,arrival
0,18000.00,22215.00
1,18000.00,24832.00
2,18000.00,24517.00
3,18000.00,21298.00
4,18003.00,29473.00
5,18000.00,25732.00
6,18000.00,26995.00
7,18000.00,22764.00
8,18003.00,24760.00
9,18000.00,27878.00
10,18000.00,22605.00
11,18003.00,28346.00
12,18000.00,25273.00
13,18003.00,22617.00
14,18000.00,26223.00
15,18000.00,25505.00
16,18006.00,22654.00
17,18003.00,29144.00
18,18000.00,25747.00
19,18000.00,24313.00
20,18000.00,22257.00
21,18000.00,20602.00
22,18000.00,21995.00
23,18000.00,23814.00
24,18003.00,20029.00
25,18003.00,21027.00
26,18003.00,22349.00
27,18000.00,25812.00
28,18009.00,26387.00
29,18000.00,24383.00
30,18000.00,23797.00
31,18006.00,24291.00
32,18003.00,29967.00
33,18000.00,24091.00
34,18000.00,29444.00
35,18000.00,22091.00
36,18009.00,27164.00
37,18003.00,23859.00
38,18006.00,23718.00
39,18006.00,23799.00
40,18000.00,23684.00
41,18003.00,20864.00
42,18009.00,25014.00
43,18012.00,26427.00
44,18060.00,21980.00
45,18060.00,23173.00
46,18060.00,29119.00
47,18060.00,24105.00
48,18060.00,28474.00
49,18063.00,21668.00
50,18060.00,20431.00
51,18063.00,21249.00
52,18060.00,26774.00
53,18060.00,29370.00
54,18060.00,24218.00
55,18060.00,26579.00
56,18066.00,29290.00
57,18060.00,25702.00
58,18063.00,26354.00
59,18063.00,20382.00
60,18060.00,25058.00
61,18060.00,22062.00
62,18066.00,29188.00
63,18063.00,27028.00
64,18060.00,22201.00
65,18060.00,28154.00
66,18060.00,23097.00
67,18060.00,28539.00
68,18060.00,24289.00
69,18060.00,23000.00
70,18120.00,21601.00
71,18120.00,20060.00
72,18120.00,24728.00
73,18120.00,25808.00
74,18120.00,25380.00
75,18120.00,23730.00
76,18120.00,19566.00
77,18120.00,19921.00
78,18120.00,28925.00
79,18120.00,25905.00
80,18120.00,23946.00
81,18120.00,23125.00
82,18123.00,22022.00
83,18120.00,22326.00
84,18123.00,22094.00
85,18126.00,19965.00
86,18120.00,21587.00
87,18120.00,25275.00
88,18123.00,25232.00
89,18126.00,22227.00
90,18120.00,28767.00
91,18123.00,24649.00
92,18120.00,30229.00
93,18120.00,25413.00
94,18120.00,29216.00
95,18180.00,20323.00
96,18180.00,21767.00
97,18180.00,23536.00
98,18180.00,30203.00
99,18180.00,24334.00
100,18183.00,29627.00
101,18180.00,28285.00
102,18180.00,24928.00
103,18183.00,21771.00
104,18180.00,21783.00
105,18183.00,20360.00
106,18180.00,28641.00
107,18180.00,20739.00
108,18180.00,23734.00
109,18180.00,22311.00
110,18180.00,28010.00
111,18180.00,25756.00
112,18180.00,23749.00
113,18240.00,24747.00
114,18240.00,21783.00
115,18240.00,25526.00
116,18240.00,27995.00
117,18240.00,25011.00
118,18240.00,21433.00
119,18240.00,25669.00
120,18240.00,22255.00
121,18240.00,24708.00
122,18240.00,26248.00
123,18240.00,28528.00
124,18240.00,20954.00
125,18240.00,29118.00
126,18240.00,26833.00
127,18240.00,21725.00
128,18300.00,29757.00
129,18300.00,27000.00
130,18300.00,21872.00
131,18300.00,29065.00
132,18300.00,25780.00
133,18360.00,22840.00
134,18360.00,25380.00
135,18360.00,22440.00
136,18360.00,23299.00
137,18420.00,28559.00
138,18420.00,23342.00
139,18420.00,27313.00
140,18420.00,21901.00
141,18420.00,26025.00
142,18480.00,22565.00
143,18480.00,27358.00
144,18480.00,21726.00
145,18480.00,22442.00
146,18480.00,21428.00
147,18480.00,25165.00
148,18480.00,28099.00
149,18480.00,27405.00
150,18480.00,20499.00
151,18483.00,29724.00
152,18483.00,26071.00
153,18483.00,24177.00
154,18480.00,21451.00
155,18480.00,27288.00
156,18486.00,21965.00
157,18480.00,26915.00
158,18483.00,23866.00
159,18540.00,24239.00
160,18540.00,24999.00
161,18540.00,20929.00
162,18543.00,22269.00
163,18540.00,25481.00
164,18540.00,21081.00
165,18540.00,29430.00
166,18546.00,21707.00
167,18540.00,24572.00
168,18540.00,24646.00
169,18540.00,27299.00
170,18540.00,22258.00
171,18540.00,29134.00
172,18540.00,27053.00
173,18549.00,29910.00
174,18552.00,27841.00
175,18540.00,25733.00
176,18540.00,27358.00
177,18600.00,25608.00
178,18600.00,24138.00
179,18600.00,29485.00
180,18600.00,23757.00
181,18600.00,26425.00
182,18600.00,20937.00
183,18600.00,22846.00
184,18600.00,23472.00
185,18600.00,28185.00
186,18600.00,24258.00
187,18660.00,27278.00
188,18660.00,25351.00
189,18660.00,27049.00
190,18660.00,27976.00
191,18663.00,20299.00
192,18660.00,25503.00
193,18663.00,29789.00
194,18660.00,23539.00
195,18660.00,22047.00
196,18666.00,25302.00
197,18720.00,25217.00
198,18720.00,25440.00
199,18720.00,21740.00
200,18960.00,27211.00
201,18960.00,23095.00
202,18960.00,23756.00
203,18960.00,21399.00
204,18960.00,26791.00
205,18960.00,24616.00
206,18963.00,27974.00
207,18966.00,23834.00
208,18960.00,25814.00
209,18960.00,21773.00
210,18960.00,20797.00
211,18969.00,25709.00
212,18963.00,25359.00
213,18963.00,27638.00
214,18972.00,30649.00
215,18960.00,30705.00
216,18960.00,24817.00
217,18960.00,29235.00
218,19020.00,24202.00
219,19020.00,24698.00
220,19020.00,28738.00
221,19023.00,22709.00
222,19020.00,28705.00
223,19020.00,25612.00
224,19020.00,27125.00
225,19020.00,21499.00
226,19020.00,21854.00
227,19020.00,24403.00
228,19080.00,26881.00
229,19140.00,24357.00
230,19140.00,26503.00
231,19140.00,26713.00
232,19140.00,26535.00
233,19143.00,25628.00
234,19146.00,21660.00
235,19200.00,23867.00
236,19260.00,24771.00
237,19320.00,26837.00
238,19380.00,25692.00
239,19440.00,27086.00
240,19440.00,21977.00
241,19440.00,30177.00
242,19440.00,28974.00
243,19440.00,29049.00
244,19443.00,27177.00
245,19440.00,25328.00
