vecID,depart,arrival
0,18000.00,26905.00
1,18000.00,23122.00
2,18000.00,29199.00
3,18000.00,19949.00
4,18003.00,22092.00
5,18000.00,23523.00
6,18000.00,29875.00
7,18000.00,29876.00
8,18003.00,24964.00
9,18000.00,27697.00
10,18000.00,22776.00
11,18003.00,21956.00
12,18000.00,19964.00
13,18003.00,21513.00
14,18000.00,23967.00
15,18000.00,25413.00
16,18006.00,27868.00
17,18003.00,23563.00
18,18000.00,21069.00
19,18000.00,20353.00
20,18000.00,20906.00
21,18000.00,26631.00
22,18000.00,27485.00
23,18000.00,21923.00
24,18003.00,22731.00
25,18003.00,20525.00
26,18003.00,22887.00
27,18000.00,25269.00
28,18009.00,27378.00
29,18000.00,23844.00
30,18000.00,22266.00
31,18006.00,26625.00
32,18003.00,29427.00
33,18000.00,23821.00
34,18000.00,29804.00
35,18000.00,24169.00
36,18009.00,23023.00
37,18003.00,23857.00
38,18006.00,28308.00
39,18006.00,28121.00
40,18000.00,23905.00
41,18003.00,28244.00
42,18009.00,28345.00
43,18012.00,24895.00
44,18060.00,24952.00
45,18060.00,22499.00
46,18060.00,29480.00
47,18060.00,26535.00
48,18060.00,28743.00
49,18063.00,20480.00
50,18060.00,21694.00
51,18063.00,29263.00
52,18060.00,27765.00
53,18060.00,27660.00
54,18060.00,21337.00
55,18060.00,29550.00
56,18066.00,26588.00
57,18060.00,21653.00
58,18063.00,21313.00
59,18063.00,19931.00
60,18060.00,23618.00
61,18060.00,20800.00
62,18066.00,27927.00
63,18063.00,21449.00
64,18060.00,18872.00
65,18060.00,23928.00
66,18060.00,21118.00
67,18060.00,25506.00
68,18060.00,20782.00
69,18060.00,26240.00
70,18120.00,25921.00
71,18120.00,19059.00
72,18120.00,27428.00
73,18120.00,21669.00
74,18120.00,28350.00
75,18120.00,20760.00
76,18120.00,29016.00
77,18120.00,25769.00
78,18120.00,26493.00
79,18120.00,21134.00
80,18120.00,26917.00
81,18120.00,23732.00
82,18123.00,22831.00
83,18120.00,24036.00
84,18123.00,27489.00
85,18126.00,23925.00
86,18120.00,26625.00
87,18120.00,25995.00
88,18123.00,26397.00
89,18126.00,20516.00
90,18120.00,19947.00
91,18123.00,25370.00
92,18120.00,24378.00
93,18120.00,24693.00
94,18120.00,19248.00
95,18180.00,27791.00
96,18180.00,24415.00
97,18180.00,28755.00
98,18180.00,22374.00
99,18180.00,22968.00
100,18183.00,25127.00
101,18180.00,27925.00
102,18180.00,21508.00
103,18183.00,30322.00
104,18180.00,27254.00
105,18183.00,28730.00
106,18180.00,30081.00
107,18180.00,26314.00
108,18180.00,23196.00
109,18180.00,21771.00
110,18180.00,24130.00
111,18180.00,28726.00
112,18180.00,26901.00
113,18240.00,29157.00
114,18240.00,27236.00
115,18240.00,23215.00
116,18240.00,18834.00
117,18240.00,25821.00
118,18240.00,28808.00
119,18240.00,25575.00
120,18240.00,26002.00
121,18240.00,27681.00
122,18240.00,22730.00
123,18240.00,24120.00
124,18240.00,21670.00
125,18240.00,22046.00
126,18240.00,24495.00
127,18240.00,28382.00
128,18300.00,22467.00
129,18300.00,24984.00
130,18300.00,23100.00
131,18300.00,24378.00
132,18300.00,21030.00
133,18360.00,23917.00
134,18360.00,27133.00
135,18360.00,28024.00
136,18360.00,21515.00
137,18420.00,24149.00
138,18420.00,20913.00
139,18420.00,22983.00
140,18420.00,23786.00
141,18420.00,24804.00
142,18480.00,26968.00
143,18480.00,24211.00
144,18480.00,20823.00
145,18480.00,29471.00
146,18480.00,23614.00
147,18480.00,28318.00
148,18480.00,21531.00
149,18480.00,25517.00
150,18480.00,21309.00
151,18483.00,21378.00
152,18483.00,29306.00
153,18483.00,26244.00
154,18480.00,21456.00
155,18480.00,20441.00
156,18486.00,20508.00
157,18480.00,27815.00
158,18483.00,27734.00
159,18540.00,28809.00
160,18540.00,29345.00
161,18540.00,26875.00
162,18543.00,27395.00
163,18540.00,25294.00
164,18540.00,25773.00
165,18540.00,26403.00
166,18546.00,22320.00
167,18540.00,24905.00
168,18540.00,24826.00
169,18540.00,26229.00
170,18540.00,22078.00
171,18540.00,26804.00
172,18544.00,29486.00
173,18549.00,22340.00
174,18552.00,20644.00
175,18540.00,24654.00
176,18540.00,21895.00
177,18600.00,19945.00
178,18600.00,29358.00
179,18600.00,27142.00
180,18600.00,23574.00
181,18600.00,24260.00
182,18600.00,22776.00
183,18600.00,24099.00
184,18600.00,26260.00
185,18600.00,20873.00
186,18600.00,26235.00
187,18660.00,23584.00
188,18660.00,27701.00
189,18660.00,29415.00
190,18660.00,20960.00
191,18663.00,20855.00
192,18660.00,23879.00
193,18663.00,21986.00
194,18660.00,29584.00
195,18660.00,23294.00
196,18666.00,29856.00
197,18720.00,23244.00
198,18720.00,25616.00
199,18720.00,28586.00
200,18960.00,25588.00
201,18960.00,22553.00
202,18960.00,25497.00
203,18960.00,22939.00
204,18960.00,23308.00
205,18960.00,29454.00
206,18963.00,27861.00
207,18966.00,25576.00
208,18960.00,22022.00
209,18960.00,31137.00
210,18960.00,26828.00
211,18969.00,23585.00
212,18963.00,25806.00
213,18963.00,29692.00
214,18972.00,26506.00
215,18960.00,28357.00
216,18960.00,28777.00
217,18960.00,22284.00
218,19020.00,25648.00
219,19020.00,22457.00
220,19020.00,24420.00
221,19023.00,21540.00
222,19020.00,29677.00
223,19020.00,28229.00
224,19020.00,23535.00
225,19020.00,22592.00
226,19020.00,29953.00
227,19020.00,26210.00
228,19080.00,19391.00
229,19140.00,23526.00
230,19140.00,21014.00
231,19140.00,24992.00
232,19140.00,28071.00
233,19143.00,26246.00
234,19146.00,22834.00
235,19200.00,30783.00
236,19260.00,25210.00
