vecID,depart,arrival
0,18000.00,26623.00
1,18000.00,27711.00
2,18000.00,22808.00
3,18000.00,26159.00
4,18003.00,25423.00
5,18000.00,21454.00
6,18000.00,27805.00
7,18000.00,24474.00
8,18003.00,29442.00
9,18000.00,29586.00
10,18000.00,21336.00
11,18003.00,25196.00
12,18000.00,29413.00
13,18003.00,27568.00
14,18000.00,21538.00
15,18000.00,21363.00
16,18006.00,20307.00
17,18003.00,24104.00
18,18000.00,20527.00
19,18000.00,29264.00
20,18000.00,23066.00
21,18000.00,28430.00
22,18000.00,27305.00
23,18000.00,21023.00
24,18003.00,27501.00
25,18003.00,23547.00
26,18003.00,29367.00
27,18000.00,29587.00
28,18009.00,20717.00
29,18000.00,27085.00
30,18000.00,20279.00
31,18006.00,25206.00
32,18003.00,28618.00
33,18000.00,27781.00
34,18000.00,22515.00
35,18000.00,20205.00
36,18009.00,27254.00
37,18003.00,22867.00
38,18006.00,25608.00
39,18006.00,27848.00
40,18000.00,20449.00
41,18003.00,24824.00
42,18009.00,20600.00
43,18012.00,22917.00
44,18060.00,25312.00
45,18060.00,19651.00
46,18060.00,22640.00
47,18060.00,21318.00
48,18060.00,22893.00
49,18063.00,22291.00
50,18060.00,26912.00
51,18063.00,21789.00
52,18060.00,26864.00
53,18060.00,22349.00
54,18060.00,25567.00
55,18060.00,21180.00
56,18066.00,28418.00
57,18060.00,24713.00
58,18063.00,20955.00
59,18063.00,21100.00
60,18060.00,21998.00
61,18060.00,29529.00
62,18066.00,22168.00
63,18063.00,28199.00
64,18060.00,20312.00
65,18060.00,27704.00
66,18060.00,27685.00
67,18060.00,28809.00
68,18060.00,21409.00
69,18060.00,25880.00
70,18120.00,28351.00
71,18120.00,24380.00
72,18120.00,20138.00
73,18120.00,23378.00
74,18120.00,26010.00
75,18120.00,23911.00
76,18120.00,21276.00
77,18120.00,24150.00
78,18120.00,23433.00
79,18120.00,19962.00
80,18120.00,21338.00
81,18120.00,29875.00
82,18123.00,26163.00
83,18120.00,22413.00
84,18123.00,26589.00
85,18126.00,29237.00
86,18120.00,20596.00
87,18120.00,27795.00
88,18123.00,22977.00
89,18126.00,28976.00
90,18120.00,23097.00
91,18123.00,22759.00
92,18120.00,24469.00
93,18120.00,21273.00
94,18120.00,28136.00
95,18180.00,20406.00
96,18180.00,29329.00
97,18180.00,27496.00
98,18180.00,25704.00
99,18180.00,23417.00
100,18183.00,25579.00
101,18180.00,29004.00
102,18180.00,24928.00
103,18183.00,25045.00
104,18180.00,24733.00
105,18183.00,27017.00
106,18180.00,23780.00
107,18180.00,25235.00
108,18180.00,20493.00
109,18180.00,24022.00
110,18180.00,21877.00
111,18180.00,25756.00
112,18180.00,22759.00
113,18240.00,28707.00
114,18240.00,26242.00
115,18240.00,26693.00
116,18240.00,27004.00
117,18240.00,25281.00
118,18240.00,29622.00
119,18240.00,21708.00
120,18240.00,29455.00
121,18240.00,27229.00
122,18240.00,29399.00
123,18240.00,25198.00
124,18240.00,24283.00
125,18240.00,26417.00
126,18240.00,28453.00
127,18240.00,25506.00
128,18300.00,20666.00
129,18300.00,21597.00
130,18300.00,26732.00
131,18300.00,22852.00
132,18300.00,23169.00
133,18360.00,29410.00
134,18360.00,29339.00
135,18360.00,23250.00
136,18360.00,22308.00
137,18420.00,25949.00
138,18420.00,21362.00
139,18420.00,28663.00
140,18420.00,28099.00
141,18420.00,22345.00
142,18480.00,21035.00
143,18480.00,23757.00
144,18480.00,23886.00
145,18480.00,29372.00
146,18480.00,23859.00
147,18480.00,26964.00
148,18480.00,20542.00
149,18480.00,25064.00
150,18480.00,21219.00
151,18483.00,22163.00
152,18483.00,26071.00
153,18483.00,29577.00
154,18480.00,23521.00
155,18480.00,26492.00
156,18486.00,21428.00
157,18480.00,21515.00
158,18483.00,21888.00
159,18540.00,29006.00
160,18540.00,20771.00
161,18540.00,29935.00
162,18543.00,21537.00
163,18540.00,25751.00
164,18540.00,26302.00
