vecID,depart,arrival
0,18000.00,28336.00
1,18000.00,23235.00
2,18000.00,21819.00
3,18000.00,20309.00
4,18003.00,28215.00
5,18000.00,23973.00
6,18000.00,22046.00
7,18000.00,27265.00
8,18003.00,27101.00
9,18000.00,22657.00
10,18000.00,28718.00
11,18003.00,29066.00
12,18000.00,23744.00
13,18003.00,25407.00
14,18000.00,28466.00
15,18000.00,27304.00
16,18006.00,27508.00
17,18003.00,25902.00
18,18000.00,29618.00
19,18000.00,28868.00
20,18000.00,22884.00
21,18000.00,21950.00
22,18000.00,20555.00
23,18000.00,23274.00
24,18003.00,25880.00
25,18003.00,22107.00
26,18003.00,23337.00
27,18000.00,22237.00
28,18009.00,24947.00
29,18000.00,29606.00
30,18000.00,24302.00
31,18006.00,26551.00
32,18003.00,28167.00
33,18000.00,27780.00
34,18000.00,27734.00
35,18000.00,21282.00
36,18009.00,20592.00
37,18003.00,22329.00
38,18006.00,28219.00
39,18006.00,25355.00
40,18000.00,27105.00
41,18003.00,26804.00
42,18009.00,21771.00
43,18012.00,22288.00
44,18060.00,24050.00
45,18060.00,25923.00
46,18060.00,22729.00
47,18060.00,25545.00
48,18060.00,29551.00
49,18063.00,21117.00
50,18060.00,29792.00
51,18063.00,22780.00
52,18060.00,20654.00
53,18060.00,28836.00
54,18060.00,26917.00
55,18060.00,28559.00
56,18066.00,25177.00
57,18060.00,28403.00
58,18063.00,25635.00
59,18063.00,29385.00
60,18060.00,21277.00
61,18060.00,23504.00
62,18066.00,26939.00
63,18063.00,24960.00
64,18060.00,23912.00
65,18060.00,22751.00
66,18060.00,21657.00
67,18060.00,22509.00
68,18060.00,27084.00
69,18060.00,24260.00
70,18120.00,24031.00
71,18120.00,23210.00
72,18120.00,26528.00
73,18120.00,27431.00
74,18120.00,28170.00
75,18120.00,20941.00
76,18120.00,26136.00
77,18120.00,23159.00
78,18120.00,22713.00
79,18120.00,29337.00
80,18120.00,21697.00
81,18120.00,28255.00
82,18123.00,24002.00
83,18120.00,24214.00
84,18123.00,28209.00
85,18126.00,20595.00
86,18120.00,22399.00
87,18120.00,29866.00
88,18123.00,20727.00
89,18126.00,25556.00
90,18120.00,21657.00
91,18123.00,20870.00
92,18120.00,23569.00
93,18120.00,19563.00
94,18120.00,23006.00
95,18180.00,23376.00
96,18180.00,21498.00
97,18180.00,23085.00
98,18180.00,24535.00
99,18180.00,22159.00
100,18183.00,27467.00
101,18180.00,28644.00
102,18180.00,25199.00
103,18183.00,28015.00
104,18180.00,27368.00
105,18183.00,27382.00
106,18180.00,23419.00
107,18180.00,20824.00
108,18180.00,29046.00
109,18180.00,22220.00
110,18180.00,23495.00
111,18180.00,27917.00
112,18180.00,28613.00
113,18240.00,29517.00
114,18240.00,29123.00
115,18240.00,29663.00
116,18240.00,27453.00
117,18240.00,24561.00
118,18240.00,28991.00
119,18240.00,22429.00
120,18240.00,27925.00
121,18240.00,24528.00
122,18240.00,20848.00
123,18240.00,25108.00
124,18240.00,22934.00
125,18240.00,26328.00
126,18240.00,22514.00
127,18240.00,24785.00
128,18300.00,22377.00
129,18300.00,21507.00
130,18300.00,28352.00
131,18300.00,22490.00
132,18300.00,29109.00
133,18360.00,24820.00
134,18360.00,23496.00
135,18360.00,23969.00
136,18360.00,20148.00
137,18420.00,20819.00
138,18420.00,23343.00
139,18420.00,30193.00
140,18420.00,28122.00
141,18420.00,29456.00
142,18480.00,29410.00
143,18480.00,24927.00
144,18480.00,24875.00
145,18480.00,29914.00
146,18480.00,29709.00
147,18480.00,29485.00
148,18480.00,28550.00
149,18480.00,26234.00
150,18480.00,28959.00
151,18483.00,28823.00
152,18483.00,22470.00
153,18483.00,29397.00
154,18480.00,23430.00
155,18480.00,25396.00
156,18486.00,23787.00
157,18480.00,28084.00
158,18483.00,25397.00
159,18540.00,20909.00
160,18540.00,26078.00
161,18540.00,23094.00
162,18543.00,27755.00
163,18540.00,25751.00
164,18540.00,27388.00
165,18540.00,23940.00
166,18546.00,27107.00
167,18540.00,21783.00
168,18540.00,26266.00
169,18540.00,22887.00
170,18540.00,22439.00
171,18540.00,29495.00
172,18540.00,21202.00
173,18549.00,23339.00
174,18552.00,28381.00
