vecID,depart,arrival
0,18000.00,23653.00
1,18000.00,20635.00
2,18000.00,19938.00
3,18000.00,24269.00
4,18003.00,25515.00
5,18000.00,27123.00
6,18000.00,20695.00
7,18000.00,25734.00
8,18003.00,21545.00
9,18000.00,21035.00
10,18000.00,21787.00
11,18003.00,28346.00
12,18000.00,23473.00
13,18003.00,21179.00
14,18000.00,28290.00
15,18000.00,22534.00
16,18006.00,19769.00
17,18003.00,29413.00
18,18000.00,20618.00
19,18000.00,21613.00
20,18000.00,24957.00
21,18000.00,27620.00
22,18000.00,28655.00
23,18000.00,20663.00
24,18003.00,26151.00
25,18003.00,27006.00
26,18003.00,29908.00
27,18000.00,25637.00
28,18009.00,27020.00
29,18000.00,21060.00
30,18000.00,22227.00
31,18006.00,22664.00
32,18003.00,22587.00
33,18000.00,21481.00
34,18000.00,23145.00
35,18000.00,28753.00
36,18009.00,23742.00
37,18003.00,26199.00
38,18006.00,28578.00
39,18006.00,28206.00
40,18000.00,23002.00
41,18003.00,21134.00
42,18009.00,29242.00
43,18012.00,26065.00
44,18060.00,29181.00
45,18060.00,21814.00
46,18060.00,22729.00
47,18060.00,28334.00
48,18060.00,22983.00
49,18063.00,23127.00
50,18060.00,28172.00
51,18063.00,28447.00
52,18060.00,29565.00
53,18060.00,22261.00
54,18060.00,28806.00
55,18060.00,29370.00
56,18066.00,21459.00
57,18060.00,27527.00
58,18063.00,29079.00
59,18063.00,24341.00
60,18060.00,27038.00
61,18060.00,29800.00
62,18066.00,25408.00
63,18063.00,24779.00
64,18060.00,18871.00
65,18060.00,21942.00
66,18060.00,27783.00
67,18060.00,23681.00
68,18060.00,21974.00
69,18060.00,22637.00
70,18120.00,29611.00
71,18120.00,19059.00
72,18120.00,23648.00
73,18120.00,29588.00
74,18120.00,25110.00
75,18120.00,25172.00
76,18120.00,27485.00
77,18120.00,27661.00
78,18120.00,25593.00
79,18120.00,21762.00
80,18120.00,22057.00
81,18120.00,26613.00
82,18123.00,25266.00
83,18120.00,25834.00
84,18123.00,25239.00
85,18126.00,22679.00
86,18120.00,27974.00
87,18120.00,21495.00
88,18123.00,21177.00
89,18126.00,21961.00
90,18120.00,24087.00
91,18123.00,27259.00
92,18120.00,21678.00
93,18120.00,27033.00
94,18120.00,19248.00
95,18180.00,24546.00
96,18180.00,20686.00
97,18180.00,24977.00
98,18180.00,27774.00
99,18180.00,25757.00
100,18183.00,24677.00
101,18180.00,23424.00
102,18180.00,23488.00
103,18183.00,21084.00
104,18180.00,27190.00
105,18183.00,22705.00
106,18180.00,29367.00
107,18180.00,24694.00
